,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,is_spatial,pattern_type,method
sim_g214,0.018081024904864663,3.3678119026880893e-07,1.3395159586304278e-05,4.460162239539045e-10,0.000999000999000999,8.72828270137126e-06,5.154814136767484e-07,6.723862672671928e-10,0.0011059051649457553,0,null,moran
sim_g159,0.01803004975521078,3.6182359519632e-07,1.3395159586304278e-05,4.234432804395283e-10,0.000999000999000999,8.724693648958118e-06,5.510003987761218e-07,6.415807279386792e-10,0.0011059051649457553,0,null,moran
sim_g204,0.017887257103806547,4.4189457337751037e-07,1.3395159586304278e-05,6.837874710896585e-11,0.000999000999000999,7.803963214914231e-06,6.695372323901672e-07,1.0853769382375532e-10,0.0011059051649457553,0,null,moran
sim_g184,0.017701649278964317,5.717660828130633e-07,1.3395159586304278e-05,5.890010701392612e-11,0.000999000999000999,7.736518808533215e-06,8.619589188136633e-07,9.449215028972105e-11,0.0011059051649457553,0,null,moran
sim_g166,0.017692317982212144,5.791826992451732e-07,1.3395159586304278e-05,6.7584627894135e-09,0.000999000999000999,9.630252501620015e-06,8.687740488677598e-07,9.794873607845653e-09,0.0011059051649457553,0,null,moran
sim_g259,0.017593161765405988,6.639326862734052e-07,1.3395159586304278e-05,1.7562162835105255e-09,0.000999000999000999,8.7818883892852e-06,9.90944307870754e-07,2.608242005213652e-09,0.0011059051649457553,0,null,moran
sim_g176,0.017375682364911136,8.935683091237934e-07,1.3395159586304278e-05,4.5145465144003083e-10,0.000999000999000999,7.909830009488265e-06,1.3270816472135546e-06,6.771819771600462e-10,0.0011059051649457553,0,null,moran
sim_g265,0.017059683203774392,1.3675238992316707e-06,1.3395159586304278e-05,1.2046800224041476e-09,0.000999000999000999,8.101156270416252e-06,2.0209712796527154e-06,1.7980298841852948e-09,0.0011059051649457553,0,null,moran
sim_g258,0.016805915379396793,1.914644385148101e-06,1.3395159586304278e-05,1.490577317131425e-08,0.000999000999000999,9.260692426284051e-06,2.8156535075707367e-06,2.1193042423669552e-08,0.0011059051649457553,0,null,moran
sim_g228,0.01649803344291208,2.8622572691983095e-06,1.3395159586304278e-05,4.8563336685347736e-09,0.000999000999000999,8.326074464124348e-06,4.18866917443655e-06,7.1068297588313755e-09,0.0011059051649457553,0,null,moran
sim_g266,0.016253474809547412,3.920197173656881e-06,1.3395159586304278e-05,2.6329974867067563e-09,0.000999000999000999,7.652055257073139e-06,5.709025010179924e-06,3.89112929069964e-09,0.0011059051649457553,0,null,moran
