g,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,is_svg
sim_g242,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-12222.182177426948,-3.586719893482401,2.8072163804846313e-08,SE,9560,30.78663816799666,5.247073869855161e+18,0.0015230178833007812,24481.025726878077,-12222.18220357899,2.615204175526742e-05,0.995919710581862,0.9959197742953656,False
sim_g244,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-14401.707746893302,-4.043058377683844,17.52339856985626,SE,9560,19.17483172745461,6737803905.292418,0.0014750957489013672,28840.076865810785,-14401.950990278086,0.24324338478436403,0.6218733229506619,0.9959197742953656,False
sim_g247,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-14728.407176631212,-4.009811509888309,3.5769550842298275e-08,SE,9560,27707.974351196983,4.722366482869645e+21,0.0014011859893798828,29493.475725286604,-14728.407202783608,2.615239645820111e-05,0.9959196829114966,0.9959197742953656,False
sim_g252,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-16433.067441301544,-4.612034702059139,23.074492072127033,SE,9560,150.3141978316323,52818590721.750916,0.0016167163848876953,32902.79625462727,-16433.259904791616,0.19246349007153185,0.6608741365918491,0.9959197742953656,False
sim_g253,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-14947.190531480985,-4.1475657558990315,3.820882900575796e-08,SE,9560,432.937099237453,7.378697629483821e+19,0.001474142074584961,29931.04243498615,-14947.190557633292,2.6152307327720337e-05,0.9959196898645452,0.9959197742953656,False
sim_g255,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-9673.491352430061,-3.2093548072569478,10.73403899657474,SE,9560,836.3364256867663,293878502571.1881,0.0014019012451171875,19383.644076884302,-9673.494415983463,0.0030635534021712374,0.955860126220474,0.9959197742953656,False
sim_g256,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-14964.770360670069,-4.1135570982375045,18.246853558721217,SE,9560,1.0640367792943222,373889652.2694932,0.0014181137084960938,29966.202093364318,-14966.028291263956,1.2579305938870675,0.2620431646935194,0.9035971196328256,False
sim_g262,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-14601.374407950514,-4.037788091634156,17.531660838262972,SE,9560,0.8703288410007279,305823026.0959669,0.0014798641204833984,29239.41018792521,-14602.880124731042,1.5057167805280187,0.21979383278722553,0.794435540194791,False
sim_g263,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-11939.379666574674,-3.4343590028828737,12.49627510619834,SE,9560,257.201576281049,90377522459.76329,0.001505136489868164,23915.42070517353,-11939.405391454999,0.025724880324560218,0.8725740427353322,0.9959197742953656,False
sim_g264,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-14617.840782808638,-4.0199595833526045,17.39241381559221,SE,9560,3.543258982756777,1245058342.6632514,0.0014269351959228516,29272.342937641457,-14618.434033829468,0.5932510208294843,0.44116471554495507,0.9959197742953656,False
sim_g265,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-16174.137216270581,-4.453010155787494,4.4428879700503406e-08,SE,9560,69.26993587799245,1.1805916207174113e+19,0.0016090869903564453,32384.935804565343,-16174.137242422777,2.615219636936672e-05,0.9959196985203976,0.9959197742953656,False
sim_g266,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-15248.938364822185,-4.0301636257086795,3.6409293166757516e-08,SE,9560,192.41648854997905,3.2794211686594757e+19,0.001714944839477539,30534.53810166855,-15248.938390974437,2.615225275803823e-05,0.9959196941215195,0.9959197742953656,False
sim_g267,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-15377.058266800015,-4.1855537208320825,18.96456831330886,SE,9560,465.8364522053186,163689293940.58435,0.0020551681518554688,30790.77790562421,-15377.240984212305,0.18271741229000327,0.6690482654579005,0.9959197742953656,False
sim_g276,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-12015.367042061003,-3.6301548518322853,13.889682592984826,SE,9560,472.6418526376265,166080629325.51135,0.0033180713653564453,24067.395456146187,-12015.384921507248,0.01787944624447846,0.8936286973746909,0.9959197742953656,False
sim_g278,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-14950.888358440192,-4.079967113789559,3.706460706465031e-08,SE,9560,6926.993587799246,1.1805916207174113e+21,0.004197835922241211,29938.438088904564,-14950.888384592567,2.6152374630328268e-05,0.9959196846142829,0.9959197742953656,False
sim_g279,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-13197.59531003202,-3.902441922401348,16.141829340216628,SE,9560,3300.7482978621497,1159843021721.34,0.0023369789123535156,26431.85199208822,-13197.625291582575,0.029981550555021386,0.8625320986083829,0.9959197742953656,False
sim_g282,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-15992.52413595753,-4.257322610488585,4.07830009401862e-08,SE,9560,9.502048817282919,1.619467243782457e+18,0.002595663070678711,32021.70964393924,-15992.524162109272,2.6151741622015834e-05,0.9959197339953947,0.9959197742953656,False
sim_g285,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-10395.325581198576,-3.4109873953706993,12.139973424794974,SE,9560,39.26186765861407,13796145332.55675,0.001834869384765625,20827.312534421333,-10395.46201290107,0.13643170249270042,0.7118544724343423,0.9959197742953656,False
sim_g286,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-16437.4436782342,-4.407189028519802,21.23021338331987,SE,9560,95.89315865093495,33695695901.343845,0.003039121627807617,32911.548728492584,-16437.670854155516,0.22717592131448328,0.6336257929113454,0.9959197742953656,False
sim_g288,0.5001073164034923,4,1.0655670566970437,0.9995707379005366,-15055.662084379452,-4.028222637111718,8.79476517009695,SE,9560,309.73313537876675,5801.542865799488,0.0015439987182617188,30147.985540783084,-15055.69350963083,0.03142525137809571,0.8592949882502581,0.9959197742953656,False
sim_g289,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-16937.10610182548,-4.397991963905045,21.35026037546951,SE,9560,1.454397590375499,511057718.97069794,0.0021848678588867188,33910.87357567514,-16938.038315280402,0.9322134549220209,0.334288419957137,0.9959197742953656,False
sim_g290,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-16431.682710930574,-4.523835171591111,4.593627405232854e-08,SE,9560,57.247880890902884,9.756955543119102e+18,0.0021698474884033203,32900.02679388533,-16431.6827370827,2.6152127247769386e-05,0.9959197039125772,0.9959197742953656,False
sim_g291,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-14253.106084148138,-3.8677849057515155,3.321462456134016e-08,SE,9560,44.332758961915204,7.555786372591433e+18,0.0015969276428222656,28542.873540320456,-14253.106110300243,2.6152105419896543e-05,0.9959197056153724,0.9959197742953656,False
sim_g293,0.4996005687796497,4,1.0655670566970437,1.0015989134842715,-15487.470739830094,-3.9125333170801606,8.391603180150378,SE,9560,20916.465037358237,391782.0461222544,0.001928091049194336,31011.60285168437,-15487.471332540845,0.0005927107504248852,0.980576899221067,0.9959197742953656,False
